Comment,Hatespeech
Mes dėl to karo dėl tų ukrainiečių dėl to kad politikąi prezidentai negali susitarti mes ne Lietuvoje tarp pusavi turim pyktis dėl to tanko visiškai provokacijos tarp pusavi Vokietijoje išvežė tanką pasirodė jie protingi žmonės ir provokacijos ir mustines nėra,No
Sodins i kaleima visus kas nesa gvazdikelius,No
Nu ir bepročiai tanko nematę,No
"na ir zargonas pas prezidenta ,savo Lt piliecius vadint Vatinukais . na pamate ir ka???? pagaus juos ir pakars toj pacioj katedroj ,kad kiti pamatytu ir daugiau nenestu ??....))",No
Keista. Sake jog sis metalo lauzas neuzsividenejo 30 metu. Tai ar tai tiesa ar vel kaip visada?,No
"Sovietu laikais kgb seke kas lankosi baznyciose, dabar VST ta pati daro prie ""tanko"". Ironiska, bet istorija nors ir kitu rakursu, vėl kartojasi.",No
"mes ir taip žinome kad tokių žmonių dar daug LT ,kurie iki šiol jaučia nostalgiją SSSR . Bet nemanau kad labai apsidžiaugtų kai rusas kareivis ateitų į jų namus Tiesiog nemąsto žmonės",No
"Na ar nustos ten jie tokias stipres suktines traukti, visai nupušo. Napagalvojo bobulytės, kad ""išvaduotojai"" grįžo. Reikėjo nors paaiškinimą priklijuoti, kad čia anūkėlio trofėjinis.",No
Čia tankas. anūkui padėka už nuopelnus,No
Idomu kas tokias provokacijas vykdo taip jau visi sukirsinti dar atvilkom tanka ir ziurim kas padejo geliu tas vatnikas tai gal pagaukim koki rusa ir pririskime kokioj aistej kad galetu apmetyt is akmenu gal nuo to kam bus geriau,No
Pritariu Prezidentui,No
"Visgi neprotauja,sąvartyna partempe,o dabar visokių nemalonumų būna",No
"Ar čia prezidentui derėtų tokiais reikalais užsiimti.Manau ,kad Jus išrinkom ne tokiam darbui.",No
Sena tanka pastate kadrainaujo net nesunaikintu,No
"Pritariu...mes turim zinoti kas gyvena pas mus kaimynysteje...o gal kaimynas,kuris dedasi draugu,atejus lemties valandai ismeigs peili i nugara...",No
"Ir tai pasakė mūsų prezidentas, štai ir parodė savo tikrąjį veidą, gerai, kad ne šunauja",No
"Kol karas nesibaigė, tokių cirkų nereikėjo daryti.",No
O narcizus galima?,No
"Ar dar mažai Lietuvoje problemų ? Kam reikėjo to suknežinto tanko, ką čia norėjo parodyti...tik žmones suerzino.Lietuviai, būkite stiprūs ir nesivelkite į kompliktus.",No
"Marija Kudriavceva Tikrai taip, - juos vadinti reikia ne vatinukais, o kolaborantais, pačiais tikriausiais kolaborantais, kuriems Lietuvoje ne vieta. Ir jie jau seniai, karas Ukrainoje leido juos atskleisti, tad belieka juos surinkti, kad neatsitiktų taip, kaip atsitiko 1940 metais. Tokios klaidos antrąkart pakartoti negalima, tai būtų nedovanotina.",No
"Ingrida Stukiene Tu vaikeli nemaišyk rusų tautos ir putino galvažudžių šaikos !!! Ir tie kurie ilgisi tų laikų tai paprasčiausiai žmonių nuostalgija ne santvarkai tarybinei o jų pačių jaunystei kuri praėjo tais sovietiniais laikais. Prieš rašydama kašką pirmą gerai pagalvok ką raši ! Ateis laikai kai busi sena ir pati nuostalguosi šitiem , savo jaunistės laukan , nežiurint kokie laikai bus.",No
"O gal tai zuvusiuju pagerbimas, ka Prezidente Nauseda!",No
"Tai taip. Kagi rusams tad reikia pora sastovu i Briuseli nuvarit parodyt sajugininku pamušta tehnika, ir 15 min. korespondenta pokvest. Kažin koks tada butu straipsnis , o gal visai nebutu. Gal jau gana kiršint žmones ?",No
"Pastatė metalo laužą, kruva kad kiršinti tarpusavyje žmones, darytu tvarka su pienu ir ukininkais o ne niekais uzsiiminėtu šitas metalo pargabenimas juk kainuoja didelius pinigus beto teršia gamta su nuo dėguliais",No
Vėl balsuosiu už jį,No
O kiek idomu kainavo ta tanka atgabenti ir is kokiu lesu❓,No
"Ar jų nematėt ankščiau, ožei",No
Ka as galiu pasakiti,No
"O kaip subruzdo visi stribų palikonys, pasirodė naujas jų puolimo objektas LR prezidentas",No
"Idomu,kada Lietuvaičiams baigsis kantrybė,nekreips dėmesio kad bankai surišo jiems rankas ir kojas?",No
"Kas padėjo gėlių ar žvakių-SUĖMUS IŠSIŲSTI Į rusijos Sibiro miestus, kur ir be bombų krušos, GRIŪVA daugiabučių namų KVARTALAI, AMEN SLAVA UKRAINIE",No
"Iš Vanago su Margarita pilietybę atėmė tai ir iš tų ""gvazdikų"" turi atimti ‍♀️",No
"Prezidento dugnas,žiūri kaip supriešinti lietuvius. Na grynas komunistas ir vatnykas pats,komunistiniai metodai. Šlykštu,visiškas supuvimas....",No
Nukreipimas dėmesio nuo K B Prieš rinkimus,No
Darželinukų žaidimas.,No
"Lai nesusireikšmina rusofobai,nekreipkit dėmesio,kas čia įvyko...juk matot kaip atima energiją,toks kažkokio turisto praėjusio pro šalį darbelis...mes vistiek Laimėsime...",No
"Marek Astramovic turbūt kažką galvos,juk sako prezidentas,kad norejo pamatyti vatinukus,kad išgryninti Įdomu kaip galvoja išgryninti. lr čia taip sako prezidentas...",No
Kas iš patarėjų įpiršo tokia (geneale)minti,No
"Na toks išsireiškimas žemina prezidento instituciją , o pats gerovės valstybės kūrėjas pasirodė kaip sapožnikas .",No
"Pastatė, nelyskit neneškit kvietkų ir viskas bus gerai, dabar gyvena čia ir dar savo nuomones reiškia",No
"Balsavau už Nausėdą, didėlio pasirinkimo ir nebuvo, bet toks jausmas, kad Šimonytė protingesnė. . :)",No
"buves komjaunuolis , rodės ipatinga lojaluma okupantams, daves priesaika okupantu valdžiai ginti okupantu valdžia.....lt piliečius vadina , vatnikais....",No
"Jokios pagarbos šitai būtybei,...",No
Tai Nausėda mano manimu pasimetęs žmogus jis dažnai pats nesuvokia ką kalba gaila kaip zmogaus,No
Gina rusu tanka nuo gėliu.,No
Teisingi žodžiai,No
Pasapnuoja gal praeis,No
"Интересно, украинский дипломат у кого и где потребовал...опять в фейсбуке, так в России фейсбук запрещен",No
Ribojimai facebook ivairus,No
Demokratijos nera,No
jau jus izgirdo ir traukėsi į priekį,No
Demokratija?stop delirious su savo demokratija,No
Zodzio laisve kur,No
Rusu troliu buveine sitas naujienų portalas???,No
https://www.facebook.com/reel/210953608210648?s=yWDuG2&fs=e,No
Turi palikti IR KUO GREIČIAU,No
✌️,No
"Kaip cia reikes atsidekot 15 min kolektyvui, kurie dirba be jokiu iseiginiu,kad tik mus pasiektu ""isgryninta"" teisybe, ir kurie taip didvyriskai saugo mus nuo dezinformacijos...",No
Tai dėl skiepų ? Kas turi 4 skiepus drąsiai gali eiti tikrintis dėl ŽIV,No
O tai del ko ?,No
Pabrango sviestas ir alus ukrainiečiai ne pire ko,No
"Nu tikrai ne. Apie ukrainiečius arba gerai, arba nieko...",No
Tos sifelitikes dovanu atveze.,No
15min nuomonės formuotojas :D,No
Ar jus suprantate ukrainiečiai visi fronte kur jus matėte nors vieną,No
Prie kiekvieno neigiamo straipsnio nepamirškite pridurti kad ukrainiečiai nekalti,No
O del ko,No
Skiepai matyt padeda imuninei sistemai...,No
Svarbiausia KAD pabrėžta. NE DĖL UKRAINIEČIU,No
Jie niekada nekalti,No
Kaltos ukrainietes ne ukrainieciai,No
"Rusai kalti !!! Naftos neduoda,o juk guma ant galo ir gamina iš naftos...va va ir plinta ligos....",No
O kada jo Lenkijoj nebuvo,No
Ukrainietes dovanu europai uzveze,No
Nu tai o nuo ko?,No
Ukrainos pūkuotas auksas,No
"Vytautas Pozelas kas vergauja, o kas geria uždirba... Beje, Lietuvoje jau 10 metų, bet jaučiuosi pagerbta, kad mano FB profilis jums pasirodė įdomus!",No
Diana Grusauskaite Arba Vergauti Svetimose Zemese,No
O tai didvyriu tik savo žemėje gali būti?,No
Diana Grusauskaite As lietuvis ir Uz Lietuva Ne Taip Kaip Jus Emigrantai Vergaujate Svetimose Teritorijose,No
"Vytautas Pozelas va jūs tai tikresnis didvyris, ant sofos sėdėdamas!!",No
Virginijus Kelneris tarė kolhozo pirmininkas,No
"Labai inteligentiškas žodynas pas jus, tamsta!",No
"Angele Sadlauskiene ar aukojot, varše, vargše??",No
"Gediminas Rumcikas na tikrai ne iš tavo, nepurkštauk!",No
"Virginijus Kelneris tai ir gyvenk,kas trukdo",No
Angele Sadlauskiene,No
Ramunas Adomaitis Geriau iš Lietuviško urvo negu iš kažkokio poniško padlaižio narvo,No
Angele Sadlauskiene Dar viena išlindo iš urvo.,No
Gediminas Rumcikas Teisingai tas kur garsiai kalba ar dasidėjo kiek Tik prašo mūsų vargšų kad aukotume .O jie gali tik pasireklamuot kokie geradariai kitų sąskaira,No
"Nu šitie kur šneka negyvendami Lietuvoj tai net nežinau ką apie juos pasakyt ,turėtų patys susiprasti.",No
"Daiva Gied O ko aš ten nemačiau, aš ir čia gerai gyvenu.",No
"Virga Piešinaitê Nesėdėk,ir nebekomentuok ,geriau važiuok ukrainai padėti ,juk reikia pagalbos pampersus keisti,tai pastebėsim visi būsi geroji FĖJA.",No
"Virga Piešinaitê Proto ubagė dabar truputį aiškiau ,gal suprasi?daugiau pamiršk,ir ramiai gyvenk.",No
Virga Piešinaitê Koks jūsų mieloji žemas mentelitetas graudu!!!,No
Daiva Gied Būtinai,No
Janina Kener Eisim į kalbos kursus,No
Virga Piešinaitê O kam tas dvigubas Zz?,No
Virginijus Kelneris Tu irgi ten gali nuvažiuot kas trukdo?,No
"Virga Piešinaitê Pasidomėkite plačiau,ne tik aplink nosį.",No
Virga Piešinaitê O kodėl tu dar ne Ukrainoj?Atrodo ir vardas ir pavardė lietuviški...,No
"Gediminas Rumcikas greiciau ir uz aciu ir is savo kisenes. Ne ""AR"", o ""IR""",No
Gediminas Rumcikas Tikrai ne iš tavo girtuoklio pašalpinio lėšų.,No
"Gediminas Rumcikas O koks tavo svarbalas, tupi ten londėj ir tupėk.",No
Janina Kener mes durneliai,No
Gediminas Rumcikas Mes ukraina jau,No
Gediminas Rumcikas norėtum,No
Virginijus Kelneris praradau neseniai vilti jiems kazka issaiskint. Juos skaiciuot reik ir viskas. ;) Gerai skatina dar labiau padeti Ukrainai ju didelis skaicius,No
"Vidas Kiekis Rašosi ligonIAI, berašti.",No
Vidas Kiekis sunkiausia stadija :D,No
"Vidas Kiekis as jus, ligonius, bandau suskaiciuoti ;)",No
"Janina Valentienė призедент в свох высказываниях,не должен опускатьс до уровня рабов",No
Agota Pociene tikrai taip ..,No
"Marija Kudriavceva Aš manau Prezidentas turi būti ryžtingai pasiruošęs visos Lietuvos žmonių garbei,ir bendravimas su užsienio šalimis,taikiai vesti derybas,nekonflikuot ir nekurstyti karo,",No
Мария Кудрявцева tai kad prezindentas tikisi is savo “siekeju” tuo paties (cia kaip zenklas buvo zalei svesai tipo veikite) ukrainoje pacioje pradzioje buvo panasiai viskas prasideda po mazu.. man tai akivaizdus ju elgesiai ir tikslai.,No
"Milda Katinaitė Laukienė su kieno pagalba tas Leninas su Stalinu ,carą nuvertė ,kas finansavo",No
Marija Kudriavceva greičiausiai pasiūlis gryžti į tėvyne,No
"Marija Kudriavceva tai ko kgbistu neviesina sitiek metu ,o taip tai vatnikai...",No
Marija Kudriavceva puse šitu Lietuvos piliečiu Lietuviškai nešneka,No
Antanas Kas tai kad db nera sovietu...tik prisiminimai.,No
Marija Kudriavcevavadina vatnkais ne lietuvos piliečius o rusų nacius palaikančius sovitikus,No
"Marija Kudriavceva vatinukai mums Stalino
Brutalia jėga primesti. Jūs tik ""na bumagie""
Piliečiai. Sąmonėje savo jūs esate ""čiuždoje
Zlobnoje menšenstvo"". Pagal Ženevos konvenciją
Stalinas neturėjo teisės įkelti į ""Lietuvos TSR""
Nei vieno ruso,(kaip į Lenkiją ar Čekoslovakiją
Ar Vengriją). Leninas su Stalinu,(ruso dievai),
Nesilaikė jokių karo, savitarpio pagalbos ir kitokių
Sutarčių, patys buvo neligitimūs nuo 1917 metų,
Nužudę caro Nikolajaus ll šeimą, įlindo į jo
Namus ir pasiskelbė absoliučia, vėliau pasaulis
Pamatė, teroristine represine valdžia. Pasaulis
S perepugu, tyliai šonais šonais, vėrėsi nuo
Brolžudiško karo arenos virtusia Rusija ,kuri,
Nenubausta yra iki šiol, todėl ir laksto su tankais
Po svetimas valstybes! Gal 21 amžius užraugs
Rusų apetitą mušti žmones (savus ir svetimus),
Ir atšauks politinių avantiūristų, caro šeimos,
Aristokratų, pirklių ir kitų laisvų caro Rusijos
Visuomenės sluoksnių, išnaikintojus ir jų
Juodų darbų šimtametės estafetės, perėmėjus.
Slava Ukraini!",No
"Marija Kudriavceva na tai turbut paaiskina ir ta geliu nesima prie tanko. Okupantu garbintojai nenori, kad ju tankas sudais smirdetu svecioj saly, tai deda ant jo gvazdikus, kad bent kazkiek ta kvapeli pagerinti.",No
Giedrius Urbanavičius jums geriau zinot ))),No
"Marija Kudriavceva galite isitikinti jog ten ruskiu tankas gan paprastai. Nueinate, pauostote, jei dvokia lauko tualetu - tai tikrai ruskiu tankas.",No
"Giedrius Urbanavičius ne rusu tanka vadinu metalo lauzu,o ta ,ka jie atitempe i katedra",No
Giedrius Urbanavičius geles prie metalo? )))) nejuokinkit,No
"Marija Kudriavceva bet kad ruskiu tanka vadinat metalo lauzu, tai jau progresas.",No
"Marija Kudriavceva teroristu, okupantu, zmogzudziu, prievartautoju garbinimas. Pakankamas argumentas.",No
Giedrius Urbanavičius ir kaip argumetuos deportacija? kad geliu atnese prie metalo lauzo????,No
Marija Kudriavceva deportuos tiesiog.,No
"Marija Kudriavceva tau tokiai ""Makarovai"" labai norėtūsi, kad kuo daugiau pabėgtų. Nuliūdinsiu, kaip ten tave vadina... aš savo namuose. Reikės manęs čia, tau ausį tempti Panašu, kad nėra ko bėgti ir tau, kol siūlas ausis laiko, savų lauki - nesulauki",No
"Regi Mantas pas tave isvis smegenu nera,dar kaip begtum karui prasidejus ,patriotas ))",No
"Marija Kudriavceva ot norėtum tu to tanko čia važiuojančio ""Anka Pulimiochitsa"". Man nėra ko bėgti, čia mano šalis ir mano protėvių. O tu tik ""vata""",No
Regi Mantas ziurek kad pats pirmas nebegtum))))),No
"Marija Kudriavceva ne ka, o ko ""Larysa Vatynovna"" Ot LT pilietė - vatos iš žmogaus neišvarysi, o iš Lietuvos vatą - tai tik laiko klausimas",No
"Marija Kudriavceva As irgi jus palaikau,nedera taip prezidentui!!!!",No
Audrius Pivinis o jus mokytojas? ne diktanta rasau !,No
Мария Кудрявцева tai ne jo salis..jo namai Danija.,No
Marija Kudriavceva cia ne Lietuvos piliečiai vatnikai Rusijos bote tu,No
Gediminas Sidaravičius O jus????,No
Gediminas Sidaravičius o kodel ir ka as tureciau bijot???)))))),No
Marija Kudriavceva išsigandai larisa?,No
"Marek Astramovic ereliai ne krenta,bet skrenda!",No
Vytautas Apacenka žiūrėk pats neiskrisk erelį,No
"Marek Astramovic mažokai,bet dar viskas priešaky!",No
"Vytautas Apacenka 1 is 9 auksto..o kas?,",No
Marek Astramovic kiek kartų kritai iš balkono?,No
Vytautas Apacenka tu per daug vakcinu suvares muset,No
Tatjana Truncienė,No
"Eugenijus Rackus vatnikai-ne tauta,o tik laukiantys,,išvadavimo,,busimieji kolobracionistai!",No
"Eugenijus Rackus ne tautą vadina, o dalbajobus. Kuo tokių mažiau tautoj - tuo geriau. Vaidink auką daugiau, gal kažkam ir pagailės tavęs, akivaizdžiai tiesiog medžioji progos auka apsimest",No
"Tatjana Truncienė Jis yra visos tautos prezidentas o nuejo lansbergio keliu vadinant tauta runkeliais,sis vadina vatininkais, sudarykit darbui salygas tauta taps ne vatininkais,o paltininkais.",No
"Tatjana Truncienė или ты его хочешь,красивого и выского, но культуры 0",No
Tatjana Truncienė kodel?,No
Sodins kas nuima,No
Grazvydas Kaniusas kaip jau jum patogiau,No
Andrius Nakraševičius tai gal iškart kartuves sale to tanko..?,No
"Ingrida Stukiene nu jo fb...geriau fb nei fronte,jusu vaikai kariaus..negirdejot mobilizacijos?",No
Marek Astramovic su kuo tu kariauji? Na nebent čia fb,No
"Ingrida Stukiene toks jausmas kad visi norit kad kariautume su Russia...Ukrainos aligarhai,uzimane karo..o mes turim kariaut?",No
Marek Astramovic jie jau savo kalėjime Nieko nepakeisi jau tokių žmonių galvose,No
"Ryšard Jackovski as pries tatoo,ir pries svastikas...kam man kitos valstybes svastika?as ne Andrius",No
Marek Astramovic O tu jau matyt savo svastika Z ištatuiraves,No
"Marek Astramovic Turiu dvi, apie trečią galvoju.",No
"Andrius Nakraševičius o kodel?kaip suprantu esi nacistas,saudytum visus,,Lietuvos pyliecius,Lietuvius,Lenkus ir kitus,kurie nesa gvazdikelius..ziauru..turbut ir svastika nacistine ant kuno turi?",No
"Лилия Парфенова посадят за цветы,а не посажу я..",No
Asta Kalvaityte tai kad cia ju rodina..,No
"Deportuosim į rodina, kad čia nesikankintumėte",No
"Marek Astramovic jie jau ir taip kalėjime, niekur jų nebeprisodinsi.",No
"Roma Bĺiucukiene man 64m , kai buvau maža užeidavo pas mus kaimynas ,tik prisigeria ir pas mus ,vadindavo mus klumpiakami ,fašistais ,jis ukrainietis mus fasistus visus išves,,na cistaju vidų ,,mama jo bijojo,nuo to laiko man ukrainietis kaip čigonas,bijojau",No
Aldona Stasiuliene labai gerai pasake :),No
Aldona Stasiuliene jis jau senai aiskus,No
Rimante Papartis,No
"Igoris Scerbakov okupantai svetimoj saly mire? What? Jie ten buvo nugalabyti be gailescio. Patys kalti, kad ejo i svetima zeme su ginklais. Toks visu okupantu likimas. To ir palinkekim jiems.",No
"Giedrius Urbanavičius šune tu Giedrius jai apie mirusius taip kalbi, ir jokio skirtumo kokios jie tautibes",No
"Atsivezti grabus labai negarbinga ideja, nezinau kieno ne itariu ne be G.L",No
Giedrius Urbanavičius pritariu tau 100%!,No
Paulius Alminas tu nesupratai visi turi teise pagerbti zuvusius o kas liecia Ukrainos tai cia putinas zudikas jis ir savo kariu negaili!,No
"Paulius Alminas nereiketu viesai girtis, kad vaikysteje buvote metomas ant galvos.",No
Giedrius Urbanavičius stimpa jobani ukronaciukai ✌️,No
"Raminta Zmuidinaviciene net naciai pagerbdavo musio lauke zuvusius priesus, jus ka mokykloje nesimoket?",No
Raminta Zmuidinaviciene as buciau skelbes kiek imanoma putino ir jo klikos karo nusikaltimus ir raginciau tartautine visomene kuo greiciau susaukti tartautini tribunola o nenusileisti iki lukosenos lygio !,No
"Stanislovas Zujevicius o jūs asmeniškai, kaip būtumėt pasielgęs ???",No
"Stanislovas Zujevicius putinas asmeniškai neina su automatu rankose į Ukrainos žemę. Eina rusai- daug paprastų rusų. Ir pasirinkimas žmogui visuomet yra. Nėra pasirinkimo tik gyvuliui, bukam ir viskam abejingam gyvuliui. 
Vat jie ir eina ir žudo ukrainiečius.",No
Stanislovas Zujevicius kalbat apie Kiemeliuose esančius vokiečių karių kapus?,No
Danius Trumpickas netoli Maisiagalos kokie 4 km,No
Raminta Zmuidinaviciene zmogzudis yra putinas! Jis zudo ir ukrainecius ir savus karius kurios jiega varo i fronta o atsyisakyti jie tiesiog negali,No
